2287.68,25,1,47.66 , 182.251
2287.68,25,2,47.66 , 180.458
2287.68,25,3,47.66 , 178.392
2287.68,25,4,47.66 , 176.345
2287.68,25,5,47.66 , 174.329
2287.68,25,6,47.66 , 172.336
2287.68,25,7,47.66 , 170.336
2287.68,25,8,47.66 , 168.364
2287.68,25,9,47.66 , 166.47
2287.68,25,10,47.66 , 164.506
2287.68,25,11,47.66 , 162.581
2287.68,25,12,47.66 , 160.731
2287.68,25,13,47.66 , 158.82
2287.68,25,14,47.66 , 157.058
2287.68,25,15,47.66 , 155.218
2287.68,25,16,47.66 , 153.32
2287.68,25,17,47.66 , 151.616
2287.68,25,18,47.66 , 149.966
2287.68,25,19,47.66 , 148.144
2287.68,25,20,47.66 , 146.423
2287.68,25,21,47.66 , 144.533
2287.68,25,22,47.66 , 142.81
2287.68,25,23,47.66 , 141.322
2287.68,25,24,47.66 , 139.726
2287.68,25,25,47.66 , 138.008
2287.68,25,26,47.66 , 136.156
2287.68,25,27,47.66 , 134.668
2287.68,25,28,47.66 , 133.087
2287.68,25,29,47.66 , 131.404
2287.68,25,30,47.66 , 130.221
2287.68,25,31,47.66 , 128.345
2287.68,25,32,47.66 , 127.022
2287.68,25,33,47.66 , 125.637
2287.68,25,34,47.66 , 124.185
2287.68,25,35,47.66 , 122.661
2287.68,25,36,47.66 , 121.059
2287.68,25,37,47.66 , 119.375
2287.68,25,38,47.66 , 118.5
2287.68,25,39,47.66 , 116.679
2287.68,25,40,47.66 , 115.731
2287.68,25,41,47.66 , 113.757
2287.68,25,42,47.66 , 112.728
2287.68,25,43,47.66 , 111.669
2287.68,25,44,47.66 , 109.46
2287.68,25,45,47.66 , 108.306
2287.68,25,46,47.66 , 107.117
2287.68,25,47,47.66 , 105.892
2287.68,25,48,47.66 , 106.049
2287.68,25,49,47.66 , 107.227
2287.68,25,50,47.66 , 108.341
2287.68,25,51,47.66 , 109.389
2287.68,25,52,47.66 , 110.367
2287.68,25,53,47.66 , 110.367
2287.68,25,54,47.66 , 111.273
2287.68,25,55,47.66 , 112.104
2287.68,25,56,47.66 , 112.855
2287.68,25,57,47.66 , 112.855
2287.68,25,58,47.66 , 113.523
2287.68,25,59,47.66 , 114.105
2287.68,25,60,47.66 , 114.105
2287.68,25,61,47.66 , 114.597
2287.68,25,62,47.66 , 114.993
2287.68,25,63,47.66 , 114.993
2287.68,25,64,47.66 , 115.291
2287.68,25,65,47.66 , 115.291
2287.68,25,66,47.66 , 115.484
2287.68,25,67,47.66 , 115.484
