78,1000,70,78.2931,3.55333,71.1864,85.3997,78.1939
156,2000,70,78.26,7.83424,62.5916,93.9285,78.1939
234,3000,70,78.1926,6.67542,64.8417,91.5434,78.1939
300,4000,70,78.1178,2.71823,72.6813,83.5543,78.1939
383,5000,70,78.2246,1.00503,76.2146,80.2347,78.1939
448,6000,70,78.1875,0.457365,77.2728,79.1022,78.1939
520,7000,70,78.1974,2.29043,73.6165,82.7782,78.1939
609,8000,70,78.1993,1.11409,75.9711,80.4275,78.1939
627,9000,70,78.2034,4.32249,69.5584,86.8484,78.1939
733,10000,70,78.2444,0.496558,77.2513,79.2376,78.1939
806,11000,70,78.2254,4.20354,69.8183,86.6324,78.1939
875,12000,70,78.1814,0.709411,76.7626,79.6002,78.1939
944,13000,70,78.208,3.27732,71.6534,84.7627,78.1939
1015,14000,70,78.1942,4.01817,70.1578,86.2305,78.1939
1129,15000,70,78.1774,2.88023,72.417,83.9379,78.1939
1163,16000,70,78.1955,1.65827,74.8789,81.512,78.1939
1233,17000,70,78.1889,1.24636,75.6962,80.6817,78.1939
1330,18000,70,78.2403,0.0544475,78.1314,78.3492,78.1939
1420,19000,70,78.1823,2.94715,72.288,84.0766,78.1939
1532,20000,70,78.1654,1.65773,74.85,81.4809,78.1939
