176,1000,20,50,8838.6,62.8048,8712.99,8964.21
361,2000,20,50,8823.26,43.5175,8736.23,8910.3
559,3000,20,50,8857.39,37.1679,8783.06,8931.73
726,4000,20,50,8850.59,27.5883,8795.41,8905.76
852,5000,20,50,8876.79,27.5807,8821.63,8931.96
961,6000,20,50,8869.73,25.9285,8817.88,8921.59
1170,7000,20,50,8850.54,23.8839,8802.78,8898.31
1332,8000,20,50,8852.69,23.7305,8805.23,8900.15
1519,9000,20,50,8845.21,22.3119,8800.59,8889.84
1823,10000,20,50,8868.03,19.6416,8828.75,8907.32
1919,11000,20,50,8856,16.7274,8822.55,8889.46
2004,12000,20,50,8882.78,17.9088,8846.96,8918.6
2479,13000,20,50,8889.62,18.1897,8853.24,8926
2558,14000,20,50,8857.89,13.3244,8831.24,8884.54
2636,15000,20,50,8851.63,15.2049,8821.22,8882.04
2686,16000,20,50,8857.78,15.846,8826.09,8889.47
2892,17000,20,50,8853.18,17.2589,8818.67,8887.7
3110,18000,20,50,8854.84,14.8099,8825.22,8884.46
3025,19000,20,50,8872.07,14.3329,8843.4,8900.74
3198,20000,20,50,8835.54,14.1377,8807.27,8863.82
3366,21000,20,50,8874.17,13.2054,8847.76,8900.58
3575,22000,20,50,8880.23,13.0718,8854.09,8906.38
3578041,23000,20,50,8865.04,11.1929,8842.66,8887.43
4572,24000,20,50,8853.96,12.1532,8829.65,8878.27
4339,25000,20,50,8853.17,15.6592,8821.85,8884.49
4267,26000,20,50,8857.5,10.9658,8835.56,8879.43
5160,27000,20,50,8855.57,11.9209,8831.72,8879.41
4484,28000,20,50,8865.68,10.7882,8844.11,8887.26
4698,29000,20,50,8842.06,11.6084,8818.84,8865.28
5063,30000,20,50,8868.59,11.7156,8845.16,8892.02
5028,31000,20,50,8850.46,9.99724,8830.46,8870.45
5308,32000,20,50,8855.45,7.6049,8840.24,8870.66
5299,33000,20,50,8866.12,9.17483,8847.77,8884.47
5511,34000,20,50,8864.81,11.7928,8841.22,8888.39
5675,35000,20,50,8855.45,9.32304,8836.81,8874.1
5802,36000,20,50,8876.5,11.2095,8854.09,8898.92
5970,37000,20,50,8869.18,11.0479,8847.09,8891.28
6107,38000,20,50,8871.06,9.55439,8851.95,8890.16
6276,39000,20,50,8850.21,8.531,8833.15,8867.28
6443,40000,20,50,8872.33,10.2769,8851.78,8892.89
6605,41000,20,50,8877.34,9.39229,8858.55,8896.12
6799,42000,20,50,8859.53,10.5791,8838.37,8880.69
6987,43000,20,50,8862.56,9.28335,8843.99,8881.13
7207,44000,20,50,8868.34,8.35935,8851.62,8885.05
7372,45000,20,50,8859.5,8.86305,8841.78,8877.23
7393,46000,20,50,8866.53,8.4534,8849.62,8883.44
7532,47000,20,50,8859.55,8.64546,8842.26,8876.84
7726,48000,20,50,8847.82,7.32711,8833.17,8862.48
7885,49000,20,50,8860.52,8.67412,8843.17,8877.87
8024,50000,20,50,8864.3,8.28859,8847.72,8880.88
402,1000,50,50,8734.66,68.2229,8598.21,8871.1
767,2000,50,50,8668.46,47.8739,8572.71,8764.21
1196,3000,50,50,8639.02,31.6028,8575.82,8702.23
1588,4000,50,50,8677.73,33.1314,8611.47,8744
1954,5000,50,50,8646.98,31.1153,8584.75,8709.21
2391,6000,50,50,8649.01,24.8895,8599.23,8698.79
2778,7000,50,50,8675.35,26.9448,8621.46,8729.24
3156,8000,50,50,8676.51,24.2033,8628.1,8724.92
3510,9000,50,50,8660.84,22.948,8614.94,8706.73
3928,10000,50,50,8678.62,17.6135,8643.39,8713.84
4322,11000,50,50,8677.4,17.2566,8642.89,8711.91
4742,12000,50,50,8694.88,15.0849,8664.71,8725.05
5161,13000,50,50,8675.92,15.7267,8644.47,8707.37
5492,14000,50,50,8651.12,12.8713,8625.37,8676.86
5962,15000,50,50,8658.96,13.8588,8631.24,8686.67
6255,16000,50,50,8678.47,14.9872,8648.5,8708.44
6758,17000,50,50,8706.87,16.9471,8672.98,8740.77
7062,18000,50,50,8665.86,14.3895,8637.08,8694.64
7456,19000,50,50,8653.46,14.207,8625.05,8681.87
7791,20000,50,50,8655.67,12.3468,8630.98,8680.37
8186,21000,50,50,8662.3,11.9085,8638.48,8686.12
8573,22000,50,50,8673.02,14.7814,8643.46,8702.59
9187,23000,50,50,8667.83,11.1675,8645.5,8690.17
9352,24000,50,50,8656.82,14.049,8628.72,8684.92
9854,25000,50,50,8678.04,13.4757,8651.09,8704.99
10236,26000,50,50,8677.11,13.6492,8649.82,8704.41
10527,27000,50,50,8649.57,12.1558,8625.26,8673.88
10861,28000,50,50,8672.71,12.1775,8648.35,8697.06
11362,29000,50,50,8683.93,10.5362,8662.85,8705
11640,30000,50,50,8655.97,11.3136,8633.34,8678.6
12099,31000,50,50,8677.92,11.4001,8655.12,8700.72
12461,32000,50,50,8666.99,12.7503,8641.49,8692.49
12801,33000,50,50,8665.66,11.758,8642.14,8689.17
13222,34000,50,50,8684.46,9.09177,8666.28,8702.65
13599,35000,50,50,8693.47,10.9207,8671.63,8715.32
14045,36000,50,50,8668.1,10.4187,8647.26,8688.93
14337,37000,50,50,8682.88,10.0649,8662.75,8703.01
14803,38000,50,50,8692.79,10.1147,8672.56,8713.02
15569,39000,50,50,8675.44,8.38025,8658.68,8692.2
15753,40000,50,50,8663.79,8.70307,8646.39,8681.2
15995,41000,50,50,8677.21,9.49613,8658.22,8696.2
602,1000,70,50,8684.62,54.4532,8575.71,8793.53
1263,2000,70,50,8657.75,41.6214,8574.5,8740.99
1855,3000,70,50,8620.37,37.6268,8545.12,8695.62
2370,4000,70,50,8604.13,34.5834,8534.96,8673.29
2756,5000,70,50,8675.15,29.1421,8616.87,8733.44
3277,6000,70,50,8639.88,28.675,8582.53,8697.23
3819,7000,70,50,8609.14,19.734,8569.67,8648.61
4348,8000,70,50,8632.99,19.144,8594.71,8671.28
4885,9000,70,50,8620.23,22.4099,8575.41,8665.05
5377,10000,70,50,8661.93,17.7581,8626.41,8697.44
5957,11000,70,50,8603.1,19.062,8564.98,8641.22
6463,12000,70,50,8617.9,20.0028,8577.9,8657.91
7088,13000,70,50,8635.29,15.7829,8603.73,8666.86
7582,14000,70,50,8618.95,16.9158,8585.12,8652.78
8078,15000,70,50,8648.43,16.0411,8616.35,8680.51
