1 , 0 , 0.4766 , 92.8366
1 , 0 , 0.9532 , 92.8366
1 , 0 , 1.4298 , 92.8366
1 , 0 , 1.9064 , 92.8366
1 , 0 , 2.383 , 92.8366
1 , 0 , 2.8596 , 92.8366
1 , 0 , 3.3362 , 92.8366
1 , 0 , 3.8128 , 92.8366
1 , 0 , 4.2894 , 92.8366
1 , 0 , 4.766 , 92.8366
1 , 0 , 5.2426 , 92.8366
1 , 0 , 5.7192 , 92.8366
1 , 0 , 6.1958 , 92.8366
1 , 0 , 6.6724 , 92.8366
1 , 0 , 7.149 , 92.8366
1 , 0 , 7.6256 , 92.8366
1 , 0 , 8.1022 , 92.8366
1 , 0 , 8.5788 , 92.8366
1 , 0 , 9.0554 , 92.8366
1 , 0 , 9.532 , 92.8366
1 , 0 , 10.0086 , 92.8366
1 , 0 , 10.4852 , 92.8366
1 , 0 , 10.9618 , 92.8366
1 , 0 , 11.4384 , 92.8366
1 , 0 , 11.915 , 92.8366
1 , 0 , 12.3916 , 92.8366
1 , 0 , 12.8682 , 92.8366
1 , 0 , 13.3448 , 92.8366
1 , 0 , 13.8214 , 92.8366
1 , 0 , 14.298 , 92.8366
1 , 0 , 14.7746 , 92.8366
1 , 0 , 15.2512 , 92.8366
1 , 0 , 15.7278 , 92.8366
1 , 0 , 16.2044 , 92.8366
1 , 0 , 16.681 , 92.8366
1 , 0 , 17.1576 , 92.8366
1 , 0 , 17.6342 , 92.8366
1 , 0 , 18.1108 , 92.8366
1 , 0 , 18.5874 , 92.8366
1 , 0 , 19.064 , 92.8366
1 , 0 , 19.5406 , 92.8366
1 , 0 , 20.0172 , 92.8366
1 , 0 , 20.4938 , 92.8367
1 , 0 , 20.9704 , 92.8367
1 , 0 , 21.447 , 92.8367
1 , 0 , 21.9236 , 92.8367
1 , 0 , 22.4002 , 92.8367
1 , 0 , 22.8768 , 92.8367
1 , 0 , 23.3534 , 92.8367
1 , 0 , 23.83 , 92.8367
1 , 0 , 24.3066 , 92.8367
1 , 0 , 24.7832 , 92.8367
1 , 0 , 25.2598 , 92.8367
1 , 0 , 25.7364 , 92.8367
1 , 0 , 26.213 , 92.8367
1 , 0 , 26.6896 , 92.8367
1 , 0 , 27.1662 , 92.8367
1 , 0 , 27.6428 , 92.8367
1 , 0 , 28.1194 , 92.8367
1 , 0 , 28.596 , 92.8368
1 , 0 , 29.0726 , 92.8369
1 , 0 , 29.5492 , 92.8369
1 , 0 , 30.0258 , 92.837
1 , 0 , 30.5024 , 92.8371
1 , 0 , 30.979 , 92.8371
1 , 0 , 31.4556 , 92.8372
1 , 0 , 31.9322 , 92.8372
1 , 0 , 32.4088 , 92.8376
1 , 0 , 32.8854 , 92.8381
1 , 0 , 33.362 , 92.8385
1 , 0 , 33.8386 , 92.839
1 , 0 , 34.3152 , 92.8395
1 , 0 , 34.7918 , 92.8399
1 , 0 , 35.2684 , 92.8404
1 , 0 , 35.745 , 92.8408
1 , 0 , 36.2216 , 92.8425
1 , 0 , 36.6982 , 92.8457
1 , 0 , 37.1748 , 92.8489
1 , 0 , 37.6514 , 92.8521
1 , 0 , 38.128 , 92.8553
1 , 0 , 38.6046 , 92.8585
1 , 0 , 39.0812 , 92.8617
1 , 0 , 39.5578 , 92.8649
1 , 0 , 40.0344 , 92.8694
1 , 0 , 40.511 , 92.8913
1 , 0 , 40.9876 , 92.9131
1 , 0 , 41.4642 , 92.935
1 , 0 , 41.9408 , 92.9568
1 , 0 , 42.4174 , 92.9787
1 , 0 , 42.894 , 93.0005
1 , 0 , 43.3706 , 93.0224
1 , 0 , 43.8472 , 93.0442
1 , 0 , 44.3238 , 93.1467
1 , 0 , 44.8004 , 93.2873
1 , 0 , 45.277 , 93.4279
1 , 0 , 45.7536 , 93.5684
1 , 0 , 46.2302 , 93.709
1 , 0 , 46.7068 , 93.8496
1 , 0 , 47.1834 , 93.9901
1 , 0 , 47.66 , 94.1307
1 , 0 , 48.1366 , 94.4441
1 , 0 , 48.6132 , 95.1877
1 , 0 , 49.0898 , 95.9313
1 , 0 , 49.5664 , 96.6749
1 , 0 , 50.043 , 97.4185
1 , 0 , 50.5196 , 98.1621
1 , 0 , 50.9962 , 98.9057
1 , 0 , 51.4728 , 99.6493
1 , 0 , 51.9494 , 100.393
1 , 0 , 52.426 , 101.107
1 , 0 , 52.9026 , 101.818
1 , 0 , 53.3792 , 102.529
1 , 0 , 53.8558 , 103.24
1 , 0 , 54.3324 , 103.951
1 , 0 , 54.809 , 104.661
1 , 0 , 55.2856 , 105.372
1 , 0 , 55.7622 , 106.083
1 , 0 , 56.2388 , 106.793
1 , 0 , 56.7154 , 107.502
1 , 0 , 57.192 , 108.212
1 , 0 , 57.6686 , 108.921
1 , 0 , 58.1452 , 109.63
1 , 0 , 58.6218 , 110.339
1 , 0 , 59.0984 , 111.048
1 , 0 , 59.575 , 111.758
1 , 0 , 60.0516 , 112.467
1 , 0 , 60.5282 , 113.176
1 , 0 , 61.0048 , 113.885
1 , 0 , 61.4814 , 114.594
1 , 0 , 61.958 , 115.303
1 , 0 , 62.4346 , 116.013
1 , 0 , 62.9112 , 116.722
1 , 0 , 63.3878 , 117.431
1 , 0 , 63.8644 , 118.14
1 , 0 , 64.341 , 118.849
1 , 0 , 64.8176 , 119.558
1 , 0 , 65.2942 , 120.267
1 , 0 , 65.7708 , 120.976
1 , 0 , 66.2474 , 121.686
1 , 0 , 66.724 , 122.395
1 , 0 , 67.2006 , 123.104
1 , 0 , 67.6772 , 123.813
1 , 0 , 68.1538 , 124.522
1 , 0 , 68.6304 , 125.231
1 , 0 , 69.107 , 125.94
1 , 0 , 69.5836 , 126.649
1 , 0 , 70.0602 , 127.359
1 , 0 , 70.5368 , 128.068
1 , 0 , 71.0134 , 128.777
1 , 0 , 71.49 , 129.486
1 , 0 , 71.9666 , 130.195
1 , 0 , 72.4432 , 130.904
1 , 0 , 72.9198 , 131.613
1 , 0 , 73.3964 , 132.322
1 , 0 , 73.873 , 133.031
1 , 0 , 74.3496 , 133.741
1 , 0 , 74.8262 , 134.45
1 , 0 , 75.3028 , 135.159
