0 , 0 , 47.66 , 94.0243
0.1 , 0 , 47.66 , 94.0243
0.2 , 0 , 47.66 , 94.0243
0.3 , 0 , 47.66 , 94.0243
0.4 , 0 , 47.66 , 94.0243
0.5 , 0 , 47.66 , 94.0243
0.6 , 0 , 47.66 , 94.0243
0.7 , 0 , 47.66 , 94.0243
0.8 , 0 , 47.66 , 94.0243
0.9 , 0 , 47.66 , 94.0243
1 , 0 , 47.66 , 94.0243
1.1 , 0 , 47.66 , 94.0243
1.2 , 0 , 47.66 , 94.0243
0 , 0.1 , 47.66 , 94.0314
0.1 , 0.1 , 47.66 , 94.0396
0.2 , 0.1 , 47.66 , 94.0572
0.3 , 0.1 , 47.66 , 94.0941
0.4 , 0.1 , 47.66 , 94.1687
0.5 , 0.1 , 47.66 , 94.3115
0.6 , 0.1 , 47.66 , 94.5632
0.7 , 0.1 , 47.66 , 94.974
0.8 , 0.1 , 47.66 , 95.6121
0.9 , 0.1 , 47.66 , 96.5765
1 , 0.1 , 47.66 , 98.013
1.1 , 0.1 , 47.66 , 100.136
1.2 , 0.1 , 47.66 , 103.256
0 , 0.2 , 47.66 , 94.0524
0.1 , 0.2 , 47.66 , 94.0841
0.2 , 0.2 , 47.66 , 94.149
0.3 , 0.2 , 47.66 , 94.2747
0.4 , 0.2 , 47.66 , 94.5003
0.5 , 0.2 , 47.66 , 94.8738
0.6 , 0.2 , 47.66 , 95.4584
0.7 , 0.2 , 47.66 , 96.3459
0.8 , 0.2 , 47.66 , 97.6709
0.9 , 0.2 , 47.66 , 99.6312
1 , 0.2 , 47.66 , 102.514
1.1 , 0.2 , 47.66 , 106.73
1.2 , 0.2 , 47.66 , 112.833
0 , 0.3 , 47.66 , 94.0864
0.1 , 0.3 , 47.66 , 94.1535
0.2 , 0.3 , 47.66 , 94.2832
0.3 , 0.3 , 47.66 , 94.515
0.4 , 0.3 , 47.66 , 94.8974
0.5 , 0.3 , 47.66 , 95.4947
0.6 , 0.3 , 47.66 , 96.4005
0.7 , 0.3 , 47.66 , 97.752
0.8 , 0.3 , 47.66 , 99.7508
0.9 , 0.3 , 47.66 , 102.69
1 , 0.3 , 47.66 , 106.984
1.1 , 0.3 , 47.66 , 113.192
1.2 , 0.3 , 47.66 , 121.907
0 , 0.4 , 47.66 , 94.1317
0.1 , 0.4 , 47.66 , 94.2421
0.2 , 0.4 , 47.66 , 94.4437
0.3 , 0.4 , 47.66 , 94.7824
0.4 , 0.4 , 47.66 , 95.3174
0.5 , 0.4 , 47.66 , 96.1336
0.6 , 0.4 , 47.66 , 97.3553
0.7 , 0.4 , 47.66 , 99.1656
0.8 , 0.4 , 47.66 , 101.831
0.9 , 0.4 , 47.66 , 105.732
1 , 0.4 , 47.66 , 111.39
1.1 , 0.4 , 47.66 , 119.433
1.2 , 0.4 , 47.66 , 129.836
0 , 0.5 , 47.66 , 94.1867
0.1 , 0.5 , 47.66 , 94.3447
0.2 , 0.5 , 47.66 , 94.6193
0.3 , 0.5 , 47.66 , 95.0629
0.4 , 0.5 , 47.66 , 95.7479
0.5 , 0.5 , 47.66 , 96.78
0.6 , 0.5 , 47.66 , 98.3149
0.7 , 0.5 , 47.66 , 100.58
0.8 , 0.5 , 47.66 , 103.905
0.9 , 0.5 , 47.66 , 108.749
1 , 0.5 , 47.66 , 115.708
1.1 , 0.5 , 47.66 , 125.305
1.2 , 0.5 , 47.66 , 136.107
0 , 0.6 , 47.66 , 94.2496
0.1 , 0.6 , 47.66 , 94.4569
0.2 , 0.6 , 47.66 , 94.8039
0.3 , 0.6 , 47.66 , 95.3507
0.4 , 0.6 , 47.66 , 96.1838
0.5 , 0.6 , 47.66 , 97.4302
0.6 , 0.6 , 47.66 , 99.2764
0.7 , 0.6 , 47.66 , 101.994
0.8 , 0.6 , 47.66 , 105.971
0.9 , 0.6 , 47.66 , 111.732
1 , 0.6 , 47.66 , 119.912
1.1 , 0.6 , 47.66 , 130.585
1.2 , 0.6 , 47.66 , 140.788
0 , 0.7 , 47.66 , 94.3187
0.1 , 0.7 , 47.66 , 94.5757
0.2 , 0.7 , 47.66 , 94.9941
0.3 , 0.7 , 47.66 , 95.6429
0.4 , 0.7 , 47.66 , 96.623
0.5 , 0.7 , 47.66 , 98.0824
0.6 , 0.7 , 47.66 , 100.238
0.7 , 0.7 , 47.66 , 103.405
0.8 , 0.7 , 47.66 , 108.024
0.9 , 0.7 , 47.66 , 114.675
1 , 0.7 , 47.66 , 123.961
1.1 , 0.7 , 47.66 , 135.126
1.2 , 0.7 , 47.66 , 144.212
0 , 0.8 , 47.66 , 94.3927
0.1 , 0.8 , 47.66 , 94.6991
0.2 , 0.8 , 47.66 , 95.1881
0.3 , 0.8 , 47.66 , 95.9381
0.4 , 0.8 , 47.66 , 97.0642
0.5 , 0.8 , 47.66 , 98.7357
0.6 , 0.8 , 47.66 , 101.2
0.7 , 0.8 , 47.66 , 104.813
0.8 , 0.8 , 47.66 , 110.063
0.9 , 0.8 , 47.66 , 117.57
1 , 0.8 , 47.66 , 127.794
1.1 , 0.8 , 47.66 , 138.904
1.2 , 0.8 , 47.66 , 146.715
0 , 0.9 , 47.66 , 94.4704
0.1 , 0.9 , 47.66 , 94.8258
0.2 , 0.9 , 47.66 , 95.3847
0.3 , 0.9 , 47.66 , 96.2351
0.4 , 0.9 , 47.66 , 97.5067
0.5 , 0.9 , 47.66 , 99.3896
0.6 , 0.9 , 47.66 , 102.161
0.7 , 0.9 , 47.66 , 106.215
0.8 , 0.9 , 47.66 , 112.086
0.9 , 0.9 , 47.66 , 120.409
1 , 0.9 , 47.66 , 131.348
1.1 , 0.9 , 47.66 , 141.984
1.2 , 0.9 , 47.66 , 148.566
0 , 1 , 47.66 , 94.5511
0.1 , 1 , 47.66 , 94.955
0.2 , 1 , 47.66 , 95.5833
0.3 , 1 , 47.66 , 96.5336
0.4 , 1 , 47.66 , 97.95
0.5 , 1 , 47.66 , 100.044
0.6 , 1 , 47.66 , 103.121
0.7 , 1 , 47.66 , 107.613
0.8 , 1 , 47.66 , 114.09
0.9 , 1 , 47.66 , 123.181
1 , 1 , 47.66 , 134.577
1.1 , 1 , 47.66 , 144.468
1.2 , 1 , 47.66 , 149.956
0 , 1.1 , 47.66 , 94.634
0.1 , 1.1 , 47.66 , 95.0861
0.2 , 1.1 , 47.66 , 95.7833
0.3 , 1.1 , 47.66 , 96.8331
0.4 , 1.1 , 47.66 , 98.394
0.5 , 1.1 , 47.66 , 100.698
0.6 , 1.1 , 47.66 , 104.079
0.7 , 1.1 , 47.66 , 109.004
0.8 , 1.1 , 47.66 , 116.073
0.9 , 1.1 , 47.66 , 125.872
1 , 1.1 , 47.66 , 137.461
1.1 , 1.1 , 47.66 , 146.461
1.2 , 1.1 , 47.66 , 151.022
0 , 1.2 , 47.66 , 94.7187
0.1 , 1.2 , 47.66 , 95.2186
0.2 , 1.2 , 47.66 , 95.9843
0.3 , 1.2 , 47.66 , 97.1333
0.4 , 1.2 , 47.66 , 98.8383
0.5 , 1.2 , 47.66 , 101.352
0.6 , 1.2 , 47.66 , 105.036
0.7 , 1.2 , 47.66 , 110.389
0.8 , 1.2 , 47.66 , 118.034
0.9 , 1.2 , 47.66 , 128.463
1 , 1.2 , 47.66 , 140.002
1.1 , 1.2 , 47.66 , 148.06
1.2 , 1.2 , 47.66 , 151.856
0 , 1.3 , 47.66 , 94.8048
0.1 , 1.3 , 47.66 , 95.3522
