142.98,100,100,47.66,114.5317065,11,152.708942,0,147
286,200,200,47.7,114.5067677,34,114.4984547,-4.59e+03,247
620,400,400,47.7,114.4891972,130,114.4833403,1.42,450
1.24e+03,800,800,47.7,114.4804949,554,114.4775941,2.02,851
2.53e+03,1600,1600,47.7,114.4776084,1594,114.4766462,3.01,1651
5.05e+03,3200,3200,47.7,114.476139,6210,114.4756493,1.96,3252
1.02e+04,6400,6400,47.7,114.4753978,24269,114.4751508,1.98,6452
