0.4766 , 99.9128
0.9532 , 99.9922
1.4298 , 100
1.9064 , 100
2.383 , 100
2.8596 , 100
3.3362 , 100
3.8128 , 100
4.2894 , 100
4.766 , 100
5.2426 , 100
5.7192 , 100
6.1958 , 100
6.6724 , 100
7.149 , 100
7.6256 , 100
8.1022 , 100
8.5788 , 100
9.0554 , 100
9.532 , 100
10.0086 , 100
10.4852 , 100
10.9618 , 100
11.4384 , 100
11.915 , 100
12.3916 , 100
12.8682 , 100
13.3448 , 100
13.8214 , 100
14.298 , 100.001
14.7746 , 100.003
15.2512 , 100.01
15.7278 , 100.021
16.2044 , 100.037
16.681 , 100.058
17.1576 , 100.082
17.6342 , 100.113
18.1108 , 100.147
18.5874 , 100.188
19.064 , 100.23
19.5406 , 100.282
20.0172 , 100.335
20.4938 , 100.398
20.9704 , 100.461
21.447 , 100.534
21.9236 , 100.609
22.4002 , 100.693
22.8768 , 100.78
23.3534 , 100.875
23.83 , 100.974
24.3066 , 101.08
24.7832 , 101.192
25.2598 , 101.31
25.7364 , 101.434
26.213 , 101.564
26.6896 , 101.702
27.1662 , 101.844
27.6428 , 101.995
28.1194 , 102.149
28.596 , 102.314
29.0726 , 102.481
29.5492 , 102.659
30.0258 , 102.839
30.5024 , 103.031
30.979 , 103.224
31.4556 , 103.43
31.9322 , 103.637
32.4088 , 103.856
32.8854 , 104.077
33.362 , 104.309
33.8386 , 104.545
34.3152 , 104.789
34.7918 , 105.039
35.2684 , 105.297
35.745 , 105.561
36.2216 , 105.832
36.6982 , 106.11
37.1748 , 106.394
37.6514 , 106.686
38.128 , 106.983
38.6046 , 107.29
39.0812 , 107.599
39.5578 , 107.92
40.0344 , 108.242
40.511 , 108.577
40.9876 , 108.912
41.4642 , 109.261
41.9408 , 109.611
42.4174 , 109.972
42.894 , 110.335
43.3706 , 110.71
43.8472 , 111.087
44.3238 , 111.473
44.8004 , 111.865
45.277 , 112.264
45.7536 , 112.669
46.2302 , 113.08
46.7068 , 113.499
47.1834 , 113.923
47.66 , 114.355
48.1366 , 114.792
48.6132 , 115.238
49.0898 , 115.687
49.5664 , 116.147
50.043 , 116.608
50.5196 , 117.082
50.9962 , 117.555
51.4728 , 118.042
51.9494 , 118.53
52.426 , 119.029
52.9026 , 119.531
53.3792 , 120.043
53.8558 , 120.558
54.3324 , 121.082
54.809 , 121.611
55.2856 , 122.148
55.7622 , 122.691
56.2388 , 123.24
56.7154 , 123.797
57.192 , 124.359
